,REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
8506,CENTRO,META,HFC,FVD,FVD,INDIRECTA,4,9.0,TV,Individual,1.0,Falla Masiva,0,0,0,0,0,0,0,0,1,21224491
8503,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,6,36.0,TO+TV+BA,Trio,1.0,No funciona línea telefónica,0,1,1,0,0,0,0,0,0,21203181
8501,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,0.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,21112557
8499,COSTA,ATLÁNTICO,HFC,CONTACT,SAC,INDIRECTA,2,6.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,21056598
8496,CENTRO,CUNDINAMARCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,2,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,21024645
8493,CENTRO,CUNDINAMARCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,2,23.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,20922888
8490,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,2,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,20879507
8860,SUR,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,3,18.0,TO+TV,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,20716225
8859,CENTRO,TOLIMA,DTH,FVD,DEALERS,DIRECTA,4,2.0,TV,Individual,,,0,0,0,0,0,0,0,0,1,20633418
8858,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,20618355
8857,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,6,64.0,BA,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,20601805
8856,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,203.0,TV,Individual,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,20567080
8853,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,28.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,20520879
8850,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,0.0,TO+TV+BA,Trio,1.0,Falla Masiva,0,0,0,0,0,0,0,0,0,20476453
8847,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,4,19.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,20449966
8845,EJE CAFETERO,CALDAS,HFC,CONTACT,IN BOUND,INDIRECTA,2,31.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,1,20420926
8844,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,3,16.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,20410194
8840,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,20290508
8838,SUR,VALLE DEL CAUCA,HFC,RETAIL,RETAIL,INDIRECTA,2,21.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,20263921
8835,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,6,188.0,TO+TV+BA,Trio,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,20224805
8834,CENTRO,CUNDINAMARCA,HFC,CONTACT,DIGITALES,INDIRECTA,4,1.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,20219474
8833,CENTRO,TOLIMA,DTH,FVD,DEALERS,DIRECTA,4,4.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,20216237
8832,ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,5,,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,20165757
8831,CENTRO,CUNDINAMARCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,32.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,20072369
9228,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,5,86.0,BA,Individual,,,0,0,0,1,0,0,0,0,1,20007021
9227,COSTA,BOLIVAR,HFC,CONTACT,SAC,INDIRECTA,2,,TO,Individual,,,0,0,0,0,0,0,0,0,0,19895233
9226,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,4.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,19752184
9224,COSTA,CESAR,GPON,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,19708134
9223,COSTA,CESAR,GPON,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,19707373
9220,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,19614717
9219,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,19600861
9216,COSTA,ATLÁNTICO,HFC,CONTACT,IN BOUND,INDIRECTA,2,48.0,TO+TV+BA,Trio,1.0,No navega,1,0,1,0,0,0,0,0,0,19592442
9215,CENTRO,CUNDINAMARCA,REDCO,CONTACT,SAC,INDIRECTA,4,65.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,19487054
9214,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,3,30.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,19483907
9212,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,1.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,1,19479676
9211,CENTRO,CUNDINAMARCA,REDCO,TIENDAS,TIENDAS,INDIRECTA,3,78.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,19472462
9209,CENTRO,CUNDINAMARCA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,17.0,TO+TV,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,19465208
9206,CENTRO,CUNDINAMARCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,38.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,1,0,19463221
9203,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,19459412
9202,CENTRO,CUNDINAMARCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,18.0,TV,Individual,,,0,0,0,0,0,0,0,1,0,19445860
9199,CENTRO,CUNDINAMARCA,HFC,CONTACT,DIGITALES,INDIRECTA,2,7.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,19440557
9198,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,2,58.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,19431542
9196,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,122.0,TV+BA,Duo,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,1,19430306
9197,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,122.0,TV+BA,Duo,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,19430306
9195,CENTRO,TOLIMA,DTH,FVD,DEALERS,DIRECTA,4,8.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,19430175
9540,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,3,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,19420315
9538,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,4,11.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,19397502
9537,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,28.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,1,19396209
9534,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,19385231
9533,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,2,0.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,1,0,19381608
9531,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,11.0,TO+BA,Duo,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,19373796
9530,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,4,203.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,19363453
9528,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,19352508
9525,CENTRO,CUNDINAMARCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,2.0,TO+TV+BA,Trio,1.0,Problemas con el portal,0,0,0,0,0,0,0,0,0,19352360
9524,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,22.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,19331360
9523,CENTRO,CUNDINAMARCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,19321770
9522,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,17.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,19263772
9520,SUR,VALLE DEL CAUCA,HFC,RETAIL,RETAIL,INDIRECTA,6,38.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,19246064
6859,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,186.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,19216556
6858,CENTRO,CUNDINAMARCA,HFC,RETAIL,RETAIL,INDIRECTA,3,6.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,19198292
6856,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,19134441
6854,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,3.0,TO+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,1,19130918
6851,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,2.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,19130792
6849,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,1,0.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,19107298
6848,COSTA,MAGDALENA,HFC,CONTACT,IN BOUND,INDIRECTA,3,19.0,TV,Individual,1.0,Problemas paquetes adicionales,0,0,0,0,0,0,0,0,0,19091363
6847,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,19.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,19074252
6845,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,10.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,19072773
6843,CENTRO,CUNDINAMARCA,REDCO,FVD,FVD,INDIRECTA,3,148.0,TV+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,19062631
6842,EJE CAFETERO,RISARALDA,REDCO,FVD,FVD,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,19058859
7246,COSTA,CESAR,REDCO,CONTACT,SAC,INDIRECTA,4,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,18974336
7243,ORIENTE,SANTANDER,HFC,FVD,FVD,INDIRECTA,2,25.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18971103
7241,COSTA,CESAR,GPON,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,18959240
7240,COSTA,CESAR,GPON,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,18955046
7239,COSTA,CESAR,GPON,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,18934802
7236,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,6.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,18932304
7235,ORIENTE,CESAR,GPON,FVD,FVD,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,18920422
7234,ORIENTE,CESAR,GPON,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,18913524
7232,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,3,9.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,1,18882772
7229,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18857337
7230,CENTRO,CUNDINAMARCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,18857337
7228,COSTA,BOLIVAR,HFC,FVD,FVD,INDIRECTA,2,7.0,TV,Individual,,,0,0,0,0,0,0,0,0,1,18775715
7227,EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,4,,TO,Individual,,,0,0,0,0,0,0,0,0,1,18617788
7226,EJE CAFETERO,RISARALDA,HFC,CONTACT,SAC,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,18617705
7225,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,18617095
7224,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,18616725
7223,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18616145
7221,EJE CAFETERO,RISARALDA,HFC,AUR&CONSTRUCTORES,CONSTRUCTORES,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18613634
7220,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,12.0,BA,Individual,,,1,0,0,0,0,0,0,0,0,18610810
7218,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,18598900
7216,EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,18593631
7215,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,18531794
7214,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,18530998
7213,EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18522994
7633,EJE CAFETERO,RISARALDA,HFC,FVD,DEALERS,DIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18518699
7632,EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,18518427
7631,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18516435
7629,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,18511206
7628,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,18508522
7627,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,18508078
7626,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,18507495
7625,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,18506849
7622,EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18503973
7620,EJE CAFETERO,RISARALDA,HFC,FVD,FVD,INDIRECTA,4,,TO+TV,Duo,,,0,0,0,0,0,0,0,0,1,18502704
7619,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,6,115.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,18496696
7618,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,18493436
7617,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,3,44.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,18492725
7616,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,2,48.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,18492159
7615,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,18491576
7614,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,18469832
7613,EJE CAFETERO,QUINDIO,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18467723
7612,EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18466432
7611,EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18465832
7610,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,2,1.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,18460324
7607,EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18419769
7606,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,18419004
7604,EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,2,10.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,18418693
7601,EJE CAFETERO,QUINDIO,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,78.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18399714
7600,EJE CAFETERO,QUINDIO,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,66.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,18398747
7599,CENTRO,TOLIMA,HFC,FVD,FVD,INDIRECTA,4,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,18393628
8058,EJE CAFETERO,QUINDIO,HFC,RETAIL,RETAIL,INDIRECTA,3,5.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,18392261
8057,EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,2,82.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,18385016
8054,CENTRO,CUNDINAMARCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,2,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,18371025
8053,EJE CAFETERO,QUINDIO,HFC,FVD,FVD,INDIRECTA,3,48.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,18370708
8051,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,2,2.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,17903423
8049,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,17690225
8047,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,184.0,TV+BA,Duo,1.0,Navegacion Lenta,0,0,0,0,0,0,0,0,0,17656759
8044,ORIENTE,SANTANDER,HFC,CONTACT,IN BOUND,INDIRECTA,3,41.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,17549120
8043,CENTRO,META,HFC,CONTACT,DIGITALES,INDIRECTA,4,8.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,17349171
8488,EJE CAFETERO,RISARALDA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,17328547
8482,EJE CAFETERO,QUINDIO,HFC,CONTACT,SAC,INDIRECTA,5,6.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,17325151
8479,CENTRO,META,HFC,FVD,FVD,INDIRECTA,3,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,17323563
8477,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,52.0,TO+BA,Duo,,,0,0,0,0,0,0,1,0,0,17191466
8475,ORIENTE,SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,50.0,TO+BA,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,17182015
8472,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,5,176.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,1,0,17163958
8470,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,2,9.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,17161085
8469,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,OUT BOUND,INDIRECTA,2,42.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,17141435
8468,CENTRO,CUNDINAMARCA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,203.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,17115455
8466,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,3,22.0,TO+TV,Duo,1.0,Sin señal,0,0,0,0,0,0,0,0,0,17108459
8464,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,2,203.0,TO+TV,Duo,1.0,No navega,0,0,0,1,0,0,0,0,0,17103974
8461,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,6,119.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,17102270
8458,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,5,42.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,17097312
8456,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,3,12.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,17072479
8455,COSTA,ATLÁNTICO,HFC,CONTACT,SAC,INDIRECTA,3,53.0,BA,Individual,,,1,1,0,1,0,0,0,0,0,17067065
8452,COSTA,MAGDALENA,HFC,CONTACT,IN BOUND,INDIRECTA,3,7.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,1,17057951
8451,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,11.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,17043652
8450,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,4,4.0,BA,Individual,,,1,0,0,0,0,0,0,0,0,17034836
8449,CENTRO,CUNDINAMARCA,REDCO,CONTACT,SAC,INDIRECTA,3,62.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,17029958
8830,CENTRO,CUNDINAMARCA,HFC,CONTACT,SAC,INDIRECTA,3,51.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,17020463
8829,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,4,21.0,TV,Individual,1.0,Problemas wifi,0,0,0,0,0,0,0,0,0,16986335
8828,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,0.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,16986199
8827,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,164.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,16986199
8825,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,1.0,TO+BA,Duo,,,0,0,0,0,0,0,0,1,0,16948451
8823,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,84.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,16942948
8822,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,14.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16941376
8821,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,11.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,16925043
8818,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,1,169.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16886907
8815,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,0.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16885320
8814,EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,4,94.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16884339
8812,SUR,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4.0,TV+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16859258
8810,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,33.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,16840261
8807,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,0.0,TO+TV+BA,Trio,1.0,Sin señal,1,0,0,0,0,0,0,0,0,16826365
